transactionid;issuedto;issuedby;date;hour;minute
1bc2b748-97cc-445e-8ae8-43c4ce8f1fa4;Deirdre Wilson;Comedy Cellar;1/12/2018;7;17
43d69e3c-07d7-4b9d-98b3-5804c36fa811;Kasimir Mooney;Comedy Cellar;3/20/2018;17;52
aae01f33-1586-4ced-8c2b-48e57bd73a98;Kasimir Mooney;Comedy Cellar;8/11/2018;8;14
fb44d3cf-849f-4001-9d88-3042545a150f;Tad Brennan;Comedy Cellar;7/14/2018;7;38
6bc4cdc7-a4f0-4008-a949-e4d8272aee47;Tad Brennan;Comedy Cellar;4/4/2018;10;49
543b27b2-0144-4418-af18-3fb3253bd154;Tad Brennan;Comedy Cellar;6/9/2018;19;21
679f3314-ab25-4858-9014-6fa4fc58ae43;Tad Brennan;Comedy Cellar;3/9/2018;12;39
a6d6e6af-8b24-484d-ab05-b2dfeacd28ee;Tad Brennan;Comedy Cellar;11/10/2018;8;32
00e0cee2-a4f3-4100-9a02-1be9dfc95003;Kennan Pittman;Comedy Cellar;8/7/2018;17;5
53e14fb3-6f5f-4a8e-b0de-ad27fd3b2227;Kennan Pittman;Comedy Cellar;4/25/2018;19;7
cbe5ae60-f10a-48ec-b599-82c475160854;Perry Hogan;Comedy Cellar;2/23/2018;12;5
a8c17455-d7b7-4a54-b08b-9dc545ba4564;Perry Hogan;Comedy Cellar;10/13/2018;12;59
b61ad13a-1d6d-44cb-94c3-528f11e5c6b5;Perry Hogan;Comedy Cellar;6/26/2018;13;37
afe1ed33-0b7b-41b5-b447-ed58d27e6eb9;Perry Hogan;Comedy Cellar;8/3/2018;16;50
0a5e39a0-4f32-4801-8a73-e82ff289d1cc;Whoopi Garrett;Comedy Cellar;4/9/2018;12;38
c8d517e8-79d2-487b-ba44-af1a1084ce77;Sonia Bell;Comedy Cellar;7/8/2018;18;58
bcd0ec6b-d31e-45e9-80dc-c1541bf4db1b;Sonia Bell;Comedy Cellar;6/25/2018;12;37
9d20ab42-f179-4e35-9345-fa9db3451eaa;Sonia Bell;Comedy Cellar;4/21/2018;18;0
3c847b8f-4f05-414d-a349-3fc345456fca;Sonia Bell;Comedy Cellar;5/15/2018;15;14
bd0ac46a-1142-4fac-a112-639fec2f8c82;Sonia Bell;Comedy Cellar;9/7/2018;16;29
fd8e644d-2aff-4023-beb8-d3ab268369c5;Alika Phillips;Comedy Cellar;3/27/2018;13;7
f8fe2563-8728-4b52-9b74-7afe27368843;Hyatt Odom;Comedy Cellar;3/1/2018;8;36
6b4a6bd5-dfc0-4ff0-98f7-bbf64bad408c;Amena Carney;Comedy Cellar;9/13/2018;12;24
9f6d58a0-af9a-4844-beab-6b0f72286366;Mechelle Vaughn;Comedy Cellar;5/14/2018;9;55
a8289658-0307-47fc-8148-9872638e1744;Mechelle Vaughn;Comedy Cellar;12/19/2018;9;6
5d5653e6-6e34-445b-a922-332ab215465c;Chloe Cunningham;Comedy Cellar;3/1/2018;18;0
e0fc2aab-2496-49c2-b02b-e976bac16282;Chloe Cunningham;Comedy Cellar;2/2/2018;7;25
d18d5a60-2fac-46ff-8805-bf2ebcfe8959;Chloe Cunningham;Comedy Cellar;11/16/2018;12;12
08f2ebab-59c0-414a-bde6-db0297e77d5c;Chloe Cunningham;Comedy Cellar;2/10/2018;19;25
bb914a90-6f65-406c-81dc-7b8fd53dffbb;Chloe Cunningham;Comedy Cellar;8/6/2018;17;4
07ec7cbd-1e63-4f32-af2e-1772b7c8cdef;Devin Garza;Comedy Cellar;4/24/2018;19;7
9acf4137-f051-4337-a008-ba6ac56a9e34;Clarke Roberts;Comedy Cellar;4/13/2018;15;36
e304568f-3508-4e07-bd60-674ae26226a7;Clarke Roberts;Comedy Cellar;3/26/2018;15;25
34a064bc-f56f-4ae6-9aad-e08d539cef09;Clarke Roberts;Comedy Cellar;10/2/2018;8;2
8014c357-0cf5-4771-9eba-66ed19218203;Neve Briggs;Comedy Cellar;11/7/2018;19;22
81c19c63-3d84-4095-b1a5-d4a215aa76d5;Neve Briggs;Comedy Cellar;5/16/2018;18;58
b2924d74-1e75-485b-bcf6-744e50004edc;Neve Briggs;Comedy Cellar;12/29/2018;19;58
780c1ea1-5b87-42f2-b42d-f5a6206ab7b9;Neve Briggs;Comedy Cellar;4/23/2018;18;1
8ea72d1f-8d9b-4047-bf79-8d78c3e3a382;Neve Briggs;Comedy Cellar;2/19/2018;10;46
ca933fa8-bad0-4549-a9d2-58819ae66d8d;Wendy Brennan;Comedy Cellar;2/6/2018;12;43
1e396b81-80df-4779-b33c-3c4b9bb783a7;Wendy Brennan;Comedy Cellar;3/27/2018;7;16
f54c246a-6adf-4607-96a8-7d0d1e155453;Wendy Brennan;Comedy Cellar;12/11/2018;16;42
4eb9441e-2c0f-49be-ac9d-63de14d7c30c;Wendy Brennan;Comedy Cellar;11/20/2018;8;39
88424db9-ddd4-4d01-aea5-960c1472f80f;Wendy Brennan;Comedy Cellar;2/5/2018;15;32
09f247d7-fc68-4205-8d87-cfd932fccd44;Alexis Bass;Comedy Cellar;8/18/2018;9;11
9e37c1ec-6c99-46a0-a5e4-6c42c53502b8;Malcolm Thomas;Comedy Cellar;6/5/2018;7;13
8f9f8cec-0d1b-47f1-a6b0-c9ffa6de9357;Malcolm Thomas;Comedy Cellar;4/25/2018;8;28
b569db8a-d98e-46e5-8800-0372a53b48ea;Ebony Keller;Comedy Cellar;10/9/2018;11;55
d55a2368-8370-4e44-bf35-b11c39017885;Lucius Stout;Comedy Cellar;7/22/2018;15;16
584e1fc5-41e4-45cc-9a94-4283a52dfb27;Lucius Stout;Comedy Cellar;8/25/2018;8;12
22d82d8a-d789-40f9-82c1-71607e9f7ac3;Lucius Stout;Comedy Cellar;3/20/2018;17;44
74e5d8d0-fe0f-4847-bc40-330763aa6684;Lucius Stout;Comedy Cellar;7/15/2018;15;35
ebffcc6c-ef23-4d40-9d7c-2b17abd3baea;Lucius Stout;Comedy Cellar;2/10/2018;16;58
b6d99898-463b-4ece-a3c9-21cb5137dde6;Fleur Rose;Comedy Cellar;11/9/2018;17;55
807457ce-4de6-4e9c-8979-8371b4748dd1;Fleur Rose;Comedy Cellar;8/12/2018;19;16
8bcbb970-bbf7-4e3e-9a69-e0f09e84bd6c;Fleur Rose;Comedy Cellar;6/26/2018;10;8
9074e9ad-fd85-43d7-8d16-a62b816a5dff;Fleur Rose;Comedy Cellar;4/11/2018;14;20
b0920bd6-47fa-4972-8aea-eaec0fa0fe20;Fleur Rose;Comedy Cellar;1/9/2018;9;34
3bde96c8-8500-4e82-8cc8-bfcfeba0c96e;Cameron Molina;Comedy Cellar;3/8/2018;12;42
9e1bf1e7-c754-4b5e-a2ad-8cea686c4c74;Cameron Molina;Comedy Cellar;4/3/2018;15;28
43ad7785-8272-4d5a-aeb1-a1d5d2bfb871;Cameron Molina;Comedy Cellar;4/7/2018;15;29
7af46342-4804-42e7-bb30-a275e6ce7072;Cameron Molina;Comedy Cellar;11/18/2018;9;4
77471503-13ab-431d-8b3e-33fcedf54e3a;Clarke Baxter;Comedy Cellar;2/8/2018;15;16
194f4929-03eb-4c58-88bb-f4c7bf9fc64d;Clarke Baxter;Comedy Cellar;4/4/2018;8;32
641386ce-6d9a-499d-b516-9d63b4882eb6;Clarke Baxter;Comedy Cellar;6/26/2018;19;11
c5d63072-cf14-48d2-8dc6-8bf4d8224b47;Clarke Baxter;Comedy Cellar;10/29/2018;7;49
8c800ef7-c59d-4d6d-bc57-93b66fcc618d;Clarke Baxter;Comedy Cellar;8/15/2018;18;58
4fa65160-c8b7-452d-b203-ed84628d7ee8;Aspen Brennan;Comedy Cellar;5/18/2018;9;5
bcb9e454-2369-4671-a7e3-d682193824fd;Aspen Brennan;Comedy Cellar;10/12/2018;16;21
cd8102ab-2cf7-4916-9744-4a7e4a9102b8;Aspen Brennan;Comedy Cellar;10/8/2018;16;17
ac1c26f9-9f43-48fc-930e-24bb5b78d366;Aspen Brennan;Comedy Cellar;9/24/2018;19;36
d2e43969-75f3-430a-a9c5-c8de4acb5907;Aspen Brennan;Comedy Cellar;12/27/2018;11;15
84155feb-68c6-4cd2-8e51-e6ffd8809966;Shana Fowler;Comedy Sportz;1/3/2018;10;25
f6e92837-50a7-46ac-ad61-838743cd9244;Shana Fowler;Comedy Sportz;12/11/2018;14;24
55e561db-c452-483a-a12d-9205809acf22;Shana Fowler;Comedy Sportz;1/1/2018;13;50
577302f2-dd34-46cf-80a5-84eb786d491c;Shana Fowler;Comedy Sportz;11/21/2018;18;38
8a8cf84c-257d-4a97-a49f-c74bbff78c74;Xander Elliott;Comedy Sportz;1/16/2018;16;57
f051c6ba-2ea3-437c-a783-52c9aca16fd3;Xander Elliott;Comedy Sportz;1/4/2018;19;31
6d0b6da3-2055-4fd9-ba17-cefc90d76809;Xander Elliott;Comedy Sportz;5/9/2018;16;21
649517b8-22f1-4593-a944-f25db3e38594;Xander Elliott;Comedy Sportz;5/10/2018;19;26
88d9a682-1fb5-4c7f-bcfd-31370d6c8588;Leslie Williams;Comedy Sportz;10/22/2018;10;33
51b483e2-072f-4705-9dc4-298df3b5f990;Leslie Williams;Comedy Sportz;1/3/2018;13;44
d6db89d4-971a-4303-add0-9a85fb38cfad;Leslie Williams;Comedy Sportz;9/26/2018;10;49
853343a3-ee64-4a72-86bc-941627c2d44a;Leslie Williams;Comedy Sportz;1/9/2018;14;5
76c98ab2-7f16-4f69-91f4-53016993ac60;Leslie Williams;Comedy Sportz;9/13/2018;17;46
da92eeea-6268-470d-a3dc-b68060fcb476;Walker Wynn;Comedy Sportz;5/14/2018;12;31
e1ba4b0b-1a9d-4949-9d43-e3ea62987e7c;Walker Wynn;Comedy Sportz;11/15/2018;20;27
e0c24328-046b-48cd-b483-7da02ecdc217;Walker Wynn;Comedy Sportz;6/4/2018;14;1
71577933-e30d-4a1f-b881-577b7cb269ec;Geoffrey Becker;Comedy Sportz;3/7/2018;17;30
f8f81e2c-4a7d-48ba-a937-0ec9e0a2f581;Sara Sosa;Comedy Sportz;3/19/2018;20;28
b6bf91c2-46b2-4cbc-bf1f-50e359194c86;Nathaniel Prince;Comedy Sportz;5/14/2018;18;26
82eae6f2-237f-4065-b77f-76ca6c76c056;Yuri Riggs;Comedy Sportz;11/16/2018;18;7
ab1f3808-9c93-4555-b390-6a23b8d0e3f3;Yuri Riggs;Comedy Sportz;12/21/2018;20;49
f0f4b4b1-95ba-4cb6-9a93-8c1560c8e1df;Yuri Riggs;Comedy Sportz;10/8/2018;20;26
13d967a3-be63-45c9-961f-91440b2d5ce5;Yuri Riggs;Comedy Sportz;10/21/2018;16;47
e13c325f-d5ea-4696-89e2-69f2ed5b5f8a;Ebony Stout;Comedy Sportz;5/19/2018;10;30
654916a5-936b-4170-97b2-fdba4fe7866d;Ebony Stout;Comedy Sportz;4/25/2018;17;24
ec2f36df-8d99-4796-ac1e-0810db26b364;Ebony Stout;Comedy Sportz;8/14/2018;13;47
bdee43c0-8e00-42f0-856a-592ecf34344c;Ebony Stout;Comedy Sportz;3/18/2018;12;51
7a3c2c62-111a-43d8-a5ab-fd77987acef4;Oprah Bridges;Comedy Sportz;8/3/2018;16;32
9668cee6-1e6e-4c2d-b6ac-6fc64cbd0f24;Oprah Bridges;Comedy Sportz;1/4/2018;20;10
05098625-294e-4bdb-aa6b-ed205e312f61;Oprah Bridges;Comedy Sportz;6/24/2018;20;27
2064f9fb-8136-4c8f-8362-7c57f0e16e04;Tyler Robbins;Comedy Sportz;11/10/2018;20;17
0f045acd-9363-4079-a32c-54feebf85721;Tyler Robbins;Comedy Sportz;3/25/2018;11;9
808e2254-996a-4b31-8a7a-eac13c7ceff1;Maryam Soto;Comedy Sportz;8/7/2018;19;31
033ed972-5bbd-427d-a356-20a2ba64b36a;Maryam Soto;Comedy Sportz;5/4/2018;18;39
03c1ad7e-f706-4106-a9a0-2effcdf8505d;Maryam Soto;Comedy Sportz;9/24/2018;14;27
7775b116-f168-4b04-bead-ab46bbaf3f63;Vladimir Meadows;Comedy Sportz;12/23/2018;15;2
b2bfa353-6e9e-46c3-a584-9cc86a2f4163;Nathan Green;Comedy Sportz;9/26/2018;17;53
3442c545-9464-4d7a-8f00-020f3c759ed1;Nathan Green;Comedy Sportz;3/17/2018;10;58
10a7ed3f-eda7-40dc-9770-0a4939bdadf7;Nathan Green;Comedy Sportz;5/11/2018;15;20
7138fcf9-645e-410a-bd63-2fec9c8d3d26;Nathan Green;Comedy Sportz;9/8/2018;20;10
42b2f66d-e12f-4f2b-a5c2-8a6e80ec2210;Ariel Dorsey;Comedy Sportz;9/28/2018;17;54
5ca81a08-54d1-4dc4-b759-125be9d479da;Ariel Dorsey;Comedy Sportz;3/9/2018;13;2
24f97c4f-4ad5-4183-8fc1-5afa4b7f714d;Ariel Dorsey;Comedy Sportz;7/9/2018;11;20
7e48b22b-723c-497e-87c0-09c46a4637b1;Ariel Dorsey;Comedy Sportz;11/27/2018;20;38
bbc7ee3e-316b-4dfc-9fd3-f8a8600a2a51;Deacon Fox;Comedy Sportz;3/13/2018;14;0
b07078c1-45db-4317-9042-e0dc7db308e4;Deacon Fox;Comedy Sportz;6/14/2018;11;23
4426f89c-a281-4f38-bbfb-45bb5066ab8b;Deacon Fox;Comedy Sportz;4/28/2018;13;31
763454c4-300b-4859-aac8-d123a4b507bf;Deacon Fox;Comedy Sportz;11/13/2018;11;36
9fd79856-1100-4968-bb03-6bc077c352c1;Deacon Fox;Comedy Sportz;11/17/2018;18;19
b2775ea7-b940-44ba-befd-9d1e26b8371e;Pearl Diaz;Comedy Sportz;4/17/2018;10;33
326ec94b-6aae-4f75-9e68-ba1ec8239f66;Pearl Diaz;Comedy Sportz;8/26/2018;18;2
f6d2c573-b758-45c0-a233-9f9018ce174b;Pearl Diaz;Comedy Sportz;8/4/2018;18;16
48fd5400-cf3d-416a-bff0-f8dc802fbf64;Pearl Diaz;Comedy Sportz;7/11/2018;20;41
48213be6-94a3-438e-a63b-c35d0e59015d;Pearl Diaz;Comedy Sportz;5/25/2018;10;15
f9b8cd2f-4f2b-4a6a-8fe5-50efb4456176;Sonia Booth;Comedy Sportz;6/28/2018;10;12
fff99a1f-93cc-45c6-9cfa-de33d90de799;Malachi Farrell;Comedy Sportz;7/15/2018;15;40
835884a0-85b5-4d98-aafd-12d82bf5aac2;Malachi Farrell;Comedy Sportz;8/26/2018;16;58
38848729-860b-4bb2-929d-18ab999de85b;Gavin Torres;Comedy Sportz;7/18/2018;19;47
a6ed4d44-0b8c-44c5-939a-ae8328117aa9;Gavin Torres;Comedy Sportz;5/24/2018;10;5
a03c0590-6a40-4882-8da6-ca9d2934101b;Brenden Meyers;Comedy Sportz;2/22/2018;12;45
143d8bb4-3133-4ef3-aa20-a0a19f7a4145;Brenden Meyers;Comedy Sportz;10/24/2018;16;42
96f12026-b96e-40f5-86b2-b95a697fb31c;Brenden Meyers;Comedy Sportz;10/17/2018;19;10
4629b1ba-ee54-49b4-9aed-6657dfdbc263;Brenden Meyers;Comedy Sportz;2/19/2018;13;5
cec45540-287c-4e21-8d66-4d44d313a8b7;Myles Webb;Comedy Sportz;4/26/2018;15;53
74477d86-def6-4a04-bd9d-f187a38fb263;Myles Webb;Comedy Sportz;3/1/2018;11;26
2bcef161-57da-4b25-9bb3-6839e369db91;Myles Webb;Comedy Sportz;1/12/2018;15;52
3db62f07-845b-4987-b748-f8f3c6937dfd;Myles Webb;Comedy Sportz;9/14/2018;13;55
1fe6b4f8-3b9d-4c7a-8b13-cdf062eb738e;Kellie Howard;Continental;8/7/2018;10;5
94cb1368-c181-4be9-8194-b8d68831cb8d;Fleur Colon;Continental;10/20/2018;12;52
54b8e856-358d-43c1-ad04-5770cb3c4e25;Fleur Colon;Continental;12/11/2018;15;24
5c5da5a7-95f9-4d54-859c-12be438e4c77;Fleur Colon;Continental;2/27/2018;17;0
daaaea61-2ddf-4519-8342-2e50e555ce7d;Sonia Snow;Continental;2/12/2018;17;55
33b4dff4-5dbb-471c-87d3-9c9beadc06e6;Sonia Snow;Continental;8/9/2018;18;52
d87b1d7e-dbdd-4652-966b-cee3fafa3a58;Sonia Snow;Continental;4/3/2018;11;1
c4f8dc4c-cebb-4f58-b244-4a4f0ec251c2;Sonia Snow;Continental;2/23/2018;8;26
2c605953-7fbe-4c85-a81d-faa373683ab8;Sonia Snow;Continental;12/22/2018;19;30
387d4dfd-ee9a-4bc6-8345-e2ebf1bb68a9;Forrest Padilla;Continental;3/8/2018;20;18
22ff4e87-17d6-452d-bf57-34623e6d7466;Forrest Padilla;Continental;2/3/2018;9;29
abcc53b5-d953-45e5-b26f-58ee40b2ec54;Igor Olsen;Continental;7/9/2018;11;49
33f73266-42b2-4adf-adb9-09e18bf11d3b;Igor Olsen;Continental;6/2/2018;9;37
91066917-8c2e-4260-8ae1-5151e637fde3;Igor Olsen;Continental;9/11/2018;20;41
d81aa4e9-8535-486e-8399-6cda73d8391b;Igor Olsen;Continental;1/7/2018;14;5
55880414-61ce-4f6e-aa6d-46cbbf63eb0a;Igor Olsen;Continental;7/17/2018;9;32
633203ac-cb06-425a-b559-1060183bffda;Guy Barrera;Continental;3/24/2018;12;58
e3bb3983-8201-47b4-a73e-12b1c3bc6175;Guy Barrera;Continental;2/24/2018;13;10
cc8338f6-062c-4b98-a5ab-ad35438ad236;Guy Barrera;Continental;10/11/2018;12;15
069ed3c1-e47f-44c6-a633-9ec0534ba70d;Guy Barrera;Continental;12/16/2018;10;45
bc4ba4ea-2b2d-4ab4-9651-2878616b0a67;Guy Barrera;Continental;9/10/2018;16;11
b5ba17ff-a220-4fd7-ba80-3bfa41a5a05c;Hayes Dennis;Continental;11/19/2018;11;35
0e560325-c1c1-4431-a57d-6e32a7e766b9;Hayes Dennis;Continental;11/7/2018;8;10
9a605a75-9549-4b8f-87be-a8c3eaf8bc89;Hayes Dennis;Continental;9/15/2018;13;59
50459447-227a-4710-a97e-66822630fa46;Hayes Dennis;Continental;12/3/2018;20;4
fc633ae8-6f81-4b40-9d37-58694089928a;Hayes Dennis;Continental;1/5/2018;11;55
76369e1b-3ff5-4b3c-92b8-1d46067584aa;Xenos Riley;Continental;10/23/2018;20;32
30567ede-ecab-4e22-a768-22435817b2fd;Thaddeus Kinney;Continental;7/12/2018;20;18
99b02185-07b4-4d4f-b7c7-3c2c0489f95a;Thaddeus Kinney;Continental;11/19/2018;20;42
3435fc5b-564b-41d1-81e2-a67b97c62b7f;Thaddeus Kinney;Continental;2/16/2018;13;31
71e8699f-576c-4046-ab15-9b60a82fd612;Thaddeus Kinney;Continental;10/6/2018;12;29
04af02ce-276b-4f30-a52b-b5225510d9e8;Thaddeus Kinney;Continental;2/14/2018;8;5
cce76a2b-c57e-403b-9498-cabc96808777;Justina Henderson;Continental;12/3/2018;11;20
c24aaeda-8822-4292-b6e1-e5e805857977;Justina Henderson;Continental;3/11/2018;9;40
dd7fa1c4-e29f-46ff-9eb3-ccf32422edef;Gail Randall;Continental;3/26/2018;9;49
69c9139c-86c6-4459-8f5b-072311b87256;Gail Randall;Continental;7/8/2018;12;18
5ba651b3-6899-4785-b360-2ecc548bfb37;Gail Randall;Continental;11/22/2018;12;16
b8c08635-0d18-4167-bff6-f0375ca79590;Gail Randall;Continental;11/23/2018;17;19
98f4ff18-9994-4b4f-abf6-49309e386214;Gail Randall;Continental;4/28/2018;9;37
8814c9b1-0442-44cf-9e0b-7b547563ea5b;Dorian Wright;Continental;4/23/2018;20;39
d643bce3-b310-45cc-9c7e-118bf6934876;Dorian Wright;Continental;10/15/2018;16;45
e125f538-375b-4468-9028-e50814195501;Troy Mcclure;Continental;11/1/2018;17;5
991ff89e-6579-47ac-ad7f-7547b96979fa;Troy Mcclure;Continental;5/8/2018;16;50
1866b2ec-110d-473a-80ef-c5a0f35c96a3;Troy Mcclure;Continental;6/14/2018;16;48
ae5c72a6-f00f-474e-8acc-fb82dfe9d602;Samantha Acosta;Continental;6/6/2018;16;34
f1d89009-184e-41b6-81d0-6b9fdeb5f457;Samantha Acosta;Continental;9/5/2018;10;33
db7ca408-66c9-499f-8505-b353a1eec236;Samantha Acosta;Continental;7/9/2018;11;22
c7fe6b44-0975-42d7-a433-524a156bee2d;Samantha Acosta;Continental;11/23/2018;8;20
77e77985-5fcb-473f-b855-f218d9bd690b;Samantha Acosta;Continental;11/22/2018;13;11
65d94b10-62bf-4fc4-b741-838584da2078;Danielle Welch;Continental;3/15/2018;19;25
9adecee7-ef01-406e-b6ed-dddf90e55947;Danielle Welch;Continental;9/19/2018;12;55
5e8184f7-4515-4c17-a524-47f989006a25;Trevor Fletcher;Continental;12/26/2018;14;9
c235bb45-4365-4f95-bb30-58a6e13d212a;Trevor Fletcher;Continental;12/11/2018;20;33
19a496e0-d8ee-4a88-9bb4-74014dd40a00;Trevor Fletcher;Continental;6/25/2018;19;40
f6d76fbf-7fc6-4ad5-9069-7e271865632d;Trevor Fletcher;Continental;12/7/2018;11;8
4993b0da-dc58-4acf-9375-0e3daa0b0b49;Trevor Fletcher;Continental;12/1/2018;19;16
e367438a-9a9b-4ad8-9f97-c7232600ee50;Violet Murphy;Continental;1/15/2018;19;49
a920f519-ad23-43e9-adc0-eb8a1fc65ec4;Brenna Keller;Continental;7/7/2018;11;5
221eb5c9-7c6f-4d28-a821-869034fb7db3;Brenna Keller;Continental;5/11/2018;17;22
5ab9bd76-90a9-4340-9150-2b0e4e17b30b;Brenna Keller;Continental;8/15/2018;9;11
1a482f12-a525-46f9-aa90-39424cb265b5;Ferris Faulkner;Continental;4/4/2018;12;24
f7a78fdf-cae0-405d-88d3-45e58db8fc5e;Ferris Faulkner;Continental;1/25/2018;10;47
9d9e67ae-3ef0-42bf-b80e-752076d601f3;Ferris Faulkner;Continental;12/16/2018;14;23
ce260de2-cd24-4daf-a030-cf54ca596dc7;Ferris Faulkner;Continental;1/26/2018;17;5
7ecd8aeb-2faa-471e-8e11-36f3d1f3208c;Ferris Faulkner;Continental;8/19/2018;9;54
01e2dda2-a362-4fd2-b892-493a72c5bb70;Cairo Peterson;Continental;10/28/2018;19;57
d65ce31e-898e-4336-ae5c-a368b198f13c;Cairo Peterson;Continental;9/26/2018;20;6
483404af-0f11-48c6-98c9-e00aae5c5859;Cairo Peterson;Continental;7/20/2018;15;4
c510b8f6-bcf3-4421-a43b-0b3470547c80;Cairo Peterson;Continental;3/12/2018;10;12
1c8d5d5f-4f12-4512-9c76-e0ff0f0f9666;Cairo Peterson;Continental;7/12/2018;11;12
90643449-9389-48a6-8d5f-5bc8ccee8875;Teegan Patel;Continental;9/27/2018;11;1
2e9a25c7-fdde-4606-be30-92a77f46f598;Cadman Strong;Continental;12/23/2018;20;33
e6146692-a335-4e86-bdfd-0abedd0c100b;Cadman Strong;Continental;10/9/2018;8;57
d6eaf4bc-dd40-40d4-9935-92ff93168e90;Cadman Strong;Continental;4/25/2018;14;49
4ab49b1f-231a-43ea-806e-81b9aff59443;Cadman Strong;Continental;11/15/2018;17;26
4ae7874d-efc1-4e68-9bbd-822cf145b935;Cadman Strong;Continental;8/22/2018;8;46
a8ae8e14-fd4a-448e-83a2-2adef59fb756;Josephine Hart;Continental;4/23/2018;9;24
23d4d0d7-51ba-4db2-a5ff-116af503423b;Josephine Hart;Continental;1/16/2018;19;3
a63cd597-1a29-4e4a-8444-004548e3c06e;Josephine Hart;Continental;3/22/2018;19;50
968d5e14-65e6-4c16-9241-bcdcb8e2dbfe;Josephine Hart;Continental;5/16/2018;8;6
513d2896-4b4d-482d-86d1-8ba57fdd6179;Josephine Hart;Continental;2/1/2018;12;23
a000768d-c999-4ccc-9046-b506a37bb35a;Sebastian Doyle;Continental;10/12/2018;9;1
fd12e3b2-90a5-486d-ba30-8dc5f6c59fce;Sebastian Doyle;Continental;10/1/2018;18;27
4b103631-747a-4d8e-802c-87e6025e7eb3;Briar Mcconnell;Continental;3/21/2018;19;53
fc3f5c28-0d0c-4887-aae4-45c6c213d480;Kevin Whitfield;Continental;10/16/2018;11;47
67970cc7-2eae-4113-be37-36574f40f265;Kevin Whitfield;Continental;8/8/2018;11;32
f0932a8e-735f-4e54-b136-76742ec7352b;Kevin Whitfield;Continental;9/25/2018;20;23
7324313f-562a-442f-9716-f2bf23a78763;Kevin Whitfield;Continental;10/9/2018;18;58
f24fa249-4bae-4e72-8c94-7f3a2da8d214;Kevin Whitfield;Continental;11/14/2018;8;49
d20e0cf9-4319-4b4f-a207-99619e1ebda4;Donna Henry;Continental;11/1/2018;15;56
9ab4cbef-da77-4fe1-ac17-0d4642d715d9;Donna Henry;Continental;12/26/2018;10;4
4d1c9b93-aaed-483c-a2c3-73f47730a005;Donna Henry;Continental;12/13/2018;8;16
4c8dd5ae-c8df-471b-b3a1-65c50002b2b7;Donna Henry;Continental;1/9/2018;13;4
48efb5bb-5645-4496-91e5-0cea73b7119f;Donna Henry;Continental;11/4/2018;20;56
b38ef372-8419-4032-baf0-7250d808f79b;Ina Macdonald;Corner Pub;10/22/2018;13;7
1420c078-36b2-429a-8602-073f1c5b640c;Gavin Harmon;Corner Pub;6/8/2018;16;15
1cae4df1-2c9b-48ed-aab7-15973bc92181;Gavin Harmon;Corner Pub;6/18/2018;12;0
e6548263-43dc-418d-8a87-134dbb8b60a5;Gavin Harmon;Corner Pub;2/16/2018;23;4
c32a4e4b-057d-41ac-88a3-33bb0c21720d;Danielle Wilkinson;Corner Pub;5/4/2018;19;18
4b108446-956e-4e5b-b64f-8b7a5c59869d;Danielle Wilkinson;Corner Pub;3/7/2018;22;54
53575f7c-8f3f-43fd-ae94-6848c662d39d;Danielle Wilkinson;Corner Pub;4/4/2018;9;32
2be6ec95-1af9-46be-b5d0-6392fd85d29b;Jesse Chandler;Corner Pub;1/25/2018;9;29
a4dd694c-d4dd-47f0-a833-302fa52c2256;Jesse Chandler;Corner Pub;4/6/2018;20;10
2ce82171-3c29-4fa9-9633-8785000ec2d0;Jesse Chandler;Corner Pub;8/20/2018;14;6
4b3b7d5b-ae15-4849-81e1-086b08785cfd;Jesse Chandler;Corner Pub;9/14/2018;18;42
36baaa9d-680a-41bc-bcbd-fe82ec92e8e5;Noah Mccarty;Corner Pub;9/22/2018;10;48
9c7944d0-2bc3-4e2b-a241-f834a07cc7e2;Noah Mccarty;Corner Pub;12/22/2018;16;6
97712139-cb27-42ce-8a93-56150522e9af;Guy Pratt;Corner Pub;2/29/2018;21;37
e9ce57f3-963c-4021-8098-d8a72d606f4b;Guy Pratt;Corner Pub;2/28/2018;14;12
a51e7ae6-135c-48a6-bad5-5e6806d55516;Peter Douglas;Corner Pub;8/25/2018;10;34
dfa1239f-6a81-4ea1-97ff-7fef2aeccbd0;Peter Douglas;Corner Pub;3/11/2018;23;50
e5b16022-ea42-420c-b5ab-6601745fe808;Jada Bernard;Corner Pub;11/22/2018;17;8
def3b3d6-dac9-41f6-86a9-c4bcde65dc42;Jada Bernard;Corner Pub;9/27/2018;9;40
b8068e30-d830-4758-a7da-a7b1686189cd;Jada Bernard;Corner Pub;7/18/2018;23;56
07b8b2e9-cf84-4702-b95f-4385f2ffb34c;Jada Bernard;Corner Pub;6/26/2018;12;55
00d10ea5-86fd-41b3-9c77-f96a39109d27;Jada Bernard;Corner Pub;5/26/2018;10;31
6d740ad4-425c-4d8b-85db-dffd87926c17;Samantha Poole;Corner Pub;12/23/2018;17;55
0173b54c-9987-4eb9-9776-f94b2bd95c35;Samantha Poole;Corner Pub;6/20/2018;10;34
353d391b-a188-4379-ae55-bf57dd37e322;Grant French;Corner Pub;3/6/2018;17;1
863e8eb6-8b50-4208-b9cc-6825b30e3961;Grant French;Corner Pub;11/29/2018;16;37
beceb906-6595-4108-ae90-521a87af89e9;Grant French;Corner Pub;1/25/2018;15;45
